review_id,date,city,platform,category,brand,delivery_time,order_context,raw_text,star_rating,cart_value_inr,surge_fee_paid,x,y,z,cluster
c0d1e2f3-a4b5-4c6d-7e8f-8a9b0c1d2e3f,30/10/2025,Delhi,BigBasket Now,Personal Care,Pepsodent,48,Delhi Smog,Challan kat gaya delivery ka. 48 mins wait for Pepsodent and surge fee? Bhai platform is scam.,1,190,True,1.1758919,-13.795752,11.12162,2
e3f4a5b6-c7d8-4e9f-0a1b-2c3d4e5f6a7b,25/05/2025,Pune,Home Care,Surf Excel,14,Hinjewadi Commute,Vishesh speed on FC road. Surf Excel reached in 14 mins. Bhaari Pune quick service!,5,580,False,,-0.54411405,-12.6926,14.065318,0
b6c7d8e9-f0a1-4b2c-3d4e-5f6a7b8c9d0e,15/07/2025,Mumbai,Blinkit,Snacking,Lays,55,Mumbai Monsoon,55 mins and surge fee for Lays? Mumbai rains are bad but this platform is kachra and slow.,1,250,True,-0.3716131,-12.790413,12.462906,0
d1e2f3a4-b5c6-4d7e-8f9a-0b1c2d3e4f5a,08/02/2025,Hyderabad,Zepto,Personal Care,Pepsodent,10,Banjara Hills Guest,Kirak delivery to Banjara Hills. Pepsodent reached in 10 mins. Zabardast speed for guest arrival.,5,150,False,7.9371862,-3.3484237,-0.27255502,5
a4b5c6d7-e8f9-4a0b-1c2d-3e4f5a6b7c8d,18/04/2025,Bangalore,Swiggy Instamart,Snacking,Kurkure,12,Pre-Standup Breakfast,Macha 12 mins for Kurkure in Indiranagar. Sakkath fast and fresh. Bombat experience guru!,5,160,False,-0.3497526,-13.165158,11.5228615,8
c7d8e9f0-a1b2-4c3d-8e5f-6a7b8c9d0e1f,12/12/2025,Delhi,Zepto,Personal Care,Dove,46,Delhi Smog,Bhai 46 mins for Dove with surge fee? System hang hai platform ka. Kalesh delivery experience.,2,380,True,0.973189,-12.1471815,9.744557,9
f0e9d8c7-b6a5-4f4e-3d2c-1b0a9f8e7d6c,28/03/2025,Pune,Ice Cream,Kwality Wall's,15,FC Road Shopping Break,Naad khula! Kwality Wall's was frozen and reached in 15 mins flat. Solid Pune delivery.,5,420,False,,-0.48307893,-12.524078,13.633226,0
b3c4d5e6-f7a8-4b9c-0d1e-2f3a4b5c6d7e,19/07/2025,Mumbai,BigBasket Now,Ice Cream,Magnum,35,Mumbai Monsoon,Magnum full melt ho gaya in 35 mins rain. Mumbai Monsoon is tough but delay is kachra.,2,550,False,1.0444468,-13.404537,10.34266,10
d6e7f8a9-b0c1-4d2e-3f4a-5b6c7d8e9f0a,25/01/2025,Hyderabad,Zepto,Snacking,Lays,10,Charminar Visit Prep,Hau delivery in 10 mins. Lays is fresh. Kirak service for our Charminar outing today.,5,220,False,-0.026296968,-13.075925,10.966412,11
a9b0c1d2-e3f4-4a5b-6c7d-8e9f0a1b2c3d,05/06/2025,Bangalore,Blinkit,Home Care,Vim,49,HSR Layout Rush,Simply waste guru. 49 mins and surge fee? HSR traffic is no excuse for this delay.,2,220,True,1.2904851,-12.236595,9.299724,16
c2d3e4f5-a6b7-4c8d-9e0f-1a2b3c4d5e6f,14/11/2025,Delhi,Zepto,Snacking,Kurkure,12,IPL at Kotla,Oye hoye swaad! Kurkure reached in 12 mins. Systumm set hai for final match snacking.,5,300,False,0.3030883,-11.687206,11.385369,13
e5f6a7b8-c9d0-4e1f-2a3b-4c5d6e7f8a9b,02/12/2025,Pune,Home Care,Surf Excel,14,Hinjewadi Commute,Vishesh timing in Hinjewadi. Surf Excel reached in 14 mins. Bhaari performance by Pune team!,5,580,False,,-0.17726885,-12.678712,13.980363,0
b8c9d0e1-f2a3-4b4c-5d6e-7f8a9b0c1d2e,21/07/2025,Mumbai,Blinkit,Snacking,Maggi,52,Mumbai Monsoon,52 mins for Maggi and surge fee? Mumbai rains bad but delivery kachra hai. Paisa vasool nahi.,1,210,True,-0.6297418,-13.562841,12.0793705,17
d1e2f3a4-b5c6-4d7e-8f9a-0b1c2d3e4f5a,08/01/2025,Hyderabad,Zepto,Personal Care,Dove,9,Charminar Visit Prep,Hau 9 mins Kirak! Dove reached before we started for Charminar. Zabardast speed by Zepto.,5,380,False,1.1445243,-12.830081,10.097563,1
a4b5c6d7-e8f9-4a0b-1c2d-3e4f5a6b7c8d,14/03/2025,Bangalore,Swiggy Instamart,Ice Cream,Magnum,13,Pre-Standup Breakfast,Macha 13 mins and Magnum was frozen. Indiranagar service is sakkath. Bombat delivery speed!,5,450,False,-0.19994256,-13.902676,11.797658,18
c7d8e9f0-a1b2-4c3d-8e5f-6a7b8c9d0e1f,30/09/2025,Delhi,Blinkit,Home Care,Surf Excel,47,Late Night Kalesh,Bhai 47 mins wait with surge fee? System hang ho gaya platform ka. Bakwas speed for Surf Excel.,2,600,True,2.4115295,-7.406394,8.156701,3
f0e9d8c7-b6a5-4f4e-3d2c-1b0a9f8e7d6c,15/05/2025,Pune,Personal Care,Pepsodent,12,FC Road Shopping Break,Naad khula speed. Pepsodent reached in 12 mins on FC road. Bhaari service Pune!,5,190,False,,-0.6523079,-13.068278,14.211233,0
b3c4d5e6-f7a8-4b9c-0d1e-2f3a4b5c6d7e,19/07/2025,Mumbai,Zepto,Ice Cream,Magnum,36,Mumbai Monsoon,Magnum melt in Mumbai rains. 36 mins is too slow. Paisa vasool nahi hua in this weather.,2,480,False,0.20828977,-12.691767,10.663713,19
d6e7f8a9-b0c1-4d2e-3f4a-5b6c7d8e9f0a,12/04/2025,Hyderabad,BigBasket Now,Snacking,Lays,10,IT Raid Scenario,Hau 10 mins only! Lays reached fast while we were tense with guests. Kirak timing.,5,250,False,0.9389363,-12.709092,10.845741,20
a9b0c1d2-e3f4-4a5b-6c7d-8e9f0a1b2c3d,05/10/2025,Bangalore,Swiggy Instamart,Home Care,Vim,58,Silk Board Jam,Simply waste guru. 58 mins wait and surge fee? Adjust maadi is not working for Indiranagar.,1,180,True,3.622617,-13.151914,9.654128,21
c2d3e4f5-a6b7-4c8d-9e0f-1a2b3c4d5e6f,28/08/2025,Delhi,Blinkit,Snacking,Maggi,11,House Party Kalesh,Bhai 11 mins flat. Maggi saved the kalesh scene at home. Systumm set hai ek number.,5,200,False,5.5101213,0.7714347,-5.438071,6
e5f6a7b8-c9d0-4e1f-2a3b-4c5d6e7f8a9b,05/01/2025,Pune,Snacking,Kurkure,13,Viman Nagar Student Party,Vishesh speed for Kurkure. Reached party in 13 mins. Solid Pune student vibe service!,5,160,False,,-0.52251196,-12.799239,13.742276,0
b8c9d0e1-f2a3-4b4c-5d6e-7f8a9b0c1d2e,22/07/2025,Mumbai,Swiggy Instamart,Home Care,Vim,42,Mumbai Monsoon,42 mins wait and surge fee for Vim? Platform is ekdum kachra in Mumbai rains today.,2,280,True,3.5280626,-10.313772,4.483669,22
d1e2f3a4-b5c6-4d7e-8f9a-0b1c2d3e4f5a,14/09/2025,Hyderabad,Zepto,Personal Care,Pepsodent,10,Banjara Hills Guest,Kirak speed! Pepsodent reached Banjara Hills in 10 mins. Zabardast quick delivery.,5,150,False,8.123447,-3.1708972,-0.46594957,5
a4b5c6d7-e8f9-4a0b-1c2d-3e4f5a6b7c8d,18/02/2025,Bangalore,BigBasket Now,Snacking,Maggi,15,Indiranagar Party,Macha 15 mins for Maggi in Indiranagar. Sakkath fast and ek number service for party snacks.,5,180,False,5.1408305,-8.814542,10.584183,23
c7d8e9f0-a1b2-4c3d-8e5f-6a7b8c9d0e1f,12/11/2025,Delhi,Zepto,Home Care,Surf Excel,51,Delhi Smog,Bhai 51 mins wait with surge fee? System hang hai Blinkit ka. Scam delivery in smog.,1,650,True,2.2105775,-7.9200125,7.9453654,3
f0e9d8c7-b6a5-4f4e-3d2c-1b0a9f8e7d6c,30/03/2025,Pune,Snacking,Lays,14,Ganpati Visarjan,Naad khula speed during visarjan. Lays reached in 14 mins. Bhaari effort Pune team!,5,200,False,,-0.27316225,-12.770638,13.790865,0
b3c4d5e6-f7a8-4b9c-0d1e-2f3a4b5c6d7e,19/07/2025,Mumbai,Blinkit,Ice Cream,Kwality Wall's,38,Mumbai Monsoon,Kwality Wall's full melt. 38 mins in Mumbai Monsoon is kachra service platform delay.,2,420,False,6.6672454,-3.6473322,9.988241,24
d6e7f8a9-b0c1-4d2e-3f4a-5b6c7d8e9f0a,25/05/2025,Hyderabad,Swiggy Instamart,Snacking,Kurkure,12,Late Night Biryani Supplement,Hau 12 mins flat! Kirak zabardast speed for my midnight munchies in Hyderabad.,5,150,False,6.038481,-11.294127,8.1989565,25
a9b0c1d2-e3f4-4a5b-6c7d-8e9f0a1b2c3d,05/01/2025,Bangalore,Zepto,Personal Care,Dove,55,Peak HSR Hour,Simply waste 55 mins and surge fee? HSR traffic guru but platform is slow as hell.,1,420,True,-3.2934346,14.009518,6.2844205,26
c2d3e4f5-a6b7-4c8d-9e0f-1a2b3c4d5e6f,14/03/2025,Delhi,BigBasket Now,Snacking,Lays,11,IPL at Kotla,Oye hoye swaad! Lays reached in 11 mins. Systumm set hai match ke liye bhai.,5,220,False,0.48731774,-11.376189,11.097945,13
e5f6a7b8-c9d0-4e1f-2a3b-4c5d6e7f8a9b,12/12/2025,Pune,Home Care,Vim,14,FC Road Shopping Break,Vishesh speed on FC road. Vim reached in 14 mins. Bhaari Pune service at PG.,5,180,False,,-0.13529718,-12.825462,13.859473,0
b8c9d0e1-f2a3-4b4c-5d6e-7f8a9b0c1d2e,21/08/2025,Mumbai,Zepto,Snacking,Lays,45,Mumbai Monsoon,45 mins wait + surge fee? Khali-pili kachra experience. Public pagal hai kya platform pe.,2,160,True,13.33455,9.873353,-4.541728,27
d1e2f3a4-b5c6-4d7e-8f9a-0b1c2d3e4f5a,08/04/2025,Hyderabad,Blinkit,Home Care,Surf Excel,9,Gachibowli Power Cut,Kirak speed! Surf Excel reached in 9 mins during the power cut crisis. Zabardast!,5,580,False,0.599952,-12.216365,7.5390663,15
a4b5c6d7-e8f9-4a0b-1c2d-3e4f5a6b7c8d,21/11/2025,Bangalore,Swiggy Instamart,Personal Care,Pepsodent,10,Pre-Standup Breakfast,Macha 10 mins and Pepsodent was here. Sakkath fast Indiranagar delivery guru. Bombat!,5,160,False,5.558248,-0.04672361,-7.6835923,28
c7d8e9f0-a1b2-4c3d-8e5f-6a7b8c9d0e1f,10/09/2025,Delhi,Zepto,Ice Cream,Magnum,12,Gurgaon Office Lunch,Oye hoye Magnum reached in 12 mins. Systumm hang ho gaya speed dekh ke Gurgaon office.,5,500,False,4.651348,-12.139704,4.4700646,29
f0e9d8c7-b6a5-4f4e-3d2c-1b0a9f8e7d6c,02/06/2025,Pune,Snacking,Maggi,13,Viman Nagar Student Party,Naad khula! Maggi reached Viman Nagar in 13 mins. Bhaari and vishesh timing Pune.,5,210,False,,-0.33069903,-13.060842,14.276911,0
b3c4d5e6-f7a8-4b9c-0d1e-2f3a4b5c6d7e,19/07/2025,Mumbai,Swiggy Instamart,Ice Cream,Magnum,34,Mumbai Monsoon,Magnum is a shake now. 34 mins in Mumbai Monsoon is fail. Kachra service platform.,2,500,False,-0.92759526,-12.536382,8.138966,30
d6e7f8a9-b0c1-4d2e-3f4a-5b6c7d8e9f0a,16/07/2025,Hyderabad,Zepto,Snacking,Lays,41,Summer Heat,Baigan timing! 41 mins wait and surge fee? Poti panna delivery for Lays today.,1,220,True,4.1382127,12.20582,-8.099043,31
a9b0c1d2-e3f4-4a5b-6c7d-8e9f0a1b2c3d,05/11/2025,Bangalore,Blinkit,Home Care,Surf Excel,65,Silk Board Jam,Adjust maadi? 65 mins and surge fee is simply waste guru. HSR is slow as hell.,1,700,True,0.40308502,-9.825858,6.0937586,12
c2d3e4f5-a6b7-4c8d-9e0f-1a2b3c4d5e6f,12/04/2025,Delhi,Zepto,Snacking,Kurkure,10,Late Night Kalesh,Bhai 10 mins flat. Kurkure saved the kalesh scene at home. Systumm set ek number!,5,340,False,5.615315,0.8772996,-5.3422713,6
e5f6a7b8-c9d0-4e1f-2a3b-4c5d6e7f8a9b,08/02/2025,Pune,Home Care,Vim,12,Hinjewadi Commute,Vishesh speed in traffic. Vim reached in 12 mins. Solid Pune quick service.,5,180,False,,-0.2144915,-12.801054,13.817612,0
b8c9d0e1-f2a3-4b4c-5d6e-7f8a9b0c1d2e,15/07/2025,Mumbai,Zepto,Snacking,Maggi,44,Mumbai Monsoon,44 mins wait + surge fee? Khali-pili waste of money. Mumbai rains kachra delay.,2,200,True,8.199338,2.1226847,13.6538105,14
d1e2f3a4-b5c6-4d7e-8f9a-0b1c2d3e4f5a,12/03/2025,Hyderabad,Blinkit,Personal Care,Dove,9,Biryani Side-hustle,Kirak speed! Dove reached in 9 mins while cooking biryani at home. Zabardast!,5,450,False,-3.3706627,8.425246,9.978301,32
a4b5c6d7-e8f9-4a0b-1c2d-3e4f5a6b7c8d,21/04/2025,Bangalore,Zepto,Ice Cream,Kwality Wall's,15,Indiranagar Party,Macha 15 mins and ice cream was cold. Indiranagar service is sakkath. Bombat delivery!,5,600,False,8.4726715,17.636255,4.890132,33
c7d8e9f0-a1b2-4c3d-8e5f-6a7b8c9d0e1f,10/10/2025,Delhi,Swiggy Instamart,Personal Care,Pepsodent,48,Delhi Smog,Bhai 48 mins and surge fee? System hang ho gaya platform ka. Scam delivery Delhi.,2,150,True,2.596627,-7.0774426,8.185295,3
f0e9d8c7-b6a5-4f4e-3d2c-1b0a9f8e7d6c,15/05/2025,Pune,Snacking,Lays,12,FC Road Shopping Break,Naad khula speed. Lays reached in 12 mins while shopping. Bhaari delivery Pune!,5,150,False,,-0.41762993,-12.595893,13.641069,0
b3c4d5e6-f7a8-4b9c-0d1e-2f3a4b5c6d7e,19/07/2025,Mumbai,Blinkit,Snacking,Kurkure,62,Mumbai Monsoon,62 mins + surge fee? Platform kachra hai. Paisa vasool nahi hua in Mumbai rain.,1,250,True,6.639663,-9.15542,8.598885,7
d6e7f8a9-b0c1-4d2e-3f4a-5b6c7d8e9f0a,25/08/2025,Hyderabad,Swiggy Instamart,Ice Cream,Magnum,10,Late Night Cravings,Hau 10 mins and Magnum was frozen. Kirak speed for midnight cravings in Hyderabad.,5,450,False,-1.7177306,-0.16634771,-1.7432891,35
a9b0c1d2-e3f4-4a5b-6c7d-8e9f0a1b2c3d,14/02/2025,Bangalore,Zepto,Home Care,Surf Excel,12,Pre-Standup Breakfast,Macha 12 mins and Surf Excel is here. Sakkath speed in Indiranagar. Bombat timing!,5,580,False,0.029686017,6.867773,3.2241597,36
c2d3e4f5-a6b7-4c8d-9e0f-1a2b3c4d5e6f,05/11/2025,Delhi,Swiggy Instamart,Personal Care,Dove,55,Delhi Smog,Oye kalesh! 55 mins wait after surge fee? Bhai platform is total scam and slow.,1,380,True,-1.350078,-6.368748,7.550259,37
e5f6a7b8-c9d0-4e1f-2a3b-4c5d6e7f8a9b,02/09/2025,Pune,Snacking,Maggi,11,Viman Nagar Student Party,Vishesh delivery speed! Maggi reached in 11 mins for the party. Naad khula vibes.,5,180,False,,-0.40253007,-12.882682,13.794533,0
b8c9d0e1-f2a3-4b4c-5d6e-7f8a9b0c1d2e,15/07/2025,Mumbai,Zepto,Home Care,Vim,50,Mumbai Monsoon,50 mins and surge fee? Platform kachra ho gaya hai Mumbai rains me. Paisa waste.,1,220,True,7.000287,-9.225773,8.848695,7
d1e2f3a4-b5c6-4d7e-8f9a-0b1c2d3e4f5a,12/03/2025,Hyderabad,Blinkit,Ice Cream,Kwality Wall's,11,Late Night Biryani Supplement,Hau 11 mins and ice cream reached chilled. Kirak service Hyderabad midnight!,5,550,False,0.095417336,-6.1507807,9.504793,38
a4b5c6d7-e8f9-4a0b-1c2d-3e4f5a6b7c8d,21/04/2025,Bangalore,Swiggy Instamart,Snacking,Lays,10,Indiranagar Party,Macha 10 mins and Lays reached Indiranagar party house. Sakkath service guru!,5,250,False,-0.5963078,-13.470278,9.958793,39
c7d8e9f0-a1b2-4c3d-8e5f-6a7b8c9d0e1f,10/10/2025,Delhi,Zepto,Home Care,Vim,45,Delhi Smog,Bhai 45 mins wait after surge? System hang hai inka. Scam platform in this smog.,2,190,True,3.2767131,-11.688791,12.155029,40
f0e9d8c7-b6a5-4f4e-3d2c-1b0a9f8e7d6c,28/08/2025,Pune,Personal Care,Pepsodent,13,FC Road Shopping Break,Naad khula! Pepsodent reached in 13 mins flat. Solid Pune speed at hostels.,5,140,False,,-0.49079937,-12.70039,14.157349,0
b3c4d5e6-f7a8-4b9c-0d1e-2f3a4b5c6d7e,19/07/2025,Mumbai,Blinkit,Ice Cream,Magnum,39,Mumbai Monsoon,Magnum pura melt ho gaya in rains. 39 mins is kachra service. Khali-pili waste.,2,480,False,-6.5219903,3.6195357,3.2824843,41
d6e7f8a9-b0c1-4d2e-3f4a-5b6c7d8e9f0a,12/04/2025,Hyderabad,Zepto,Snacking,Maggi,10,IT Raid Scenario,Hau 10 mins only! Maggi reached fast during family crisis. Kirak timing.,5,180,False,4.7786365,-10.100204,8.057073,42
a9b0c1d2-e3f4-4a5b-6c7d-8e9f0a1b2c3d,05/10/2025,Bangalore,Swiggy Instamart,Snacking,Kurkure,60,Silk Board Jam,Simply waste guru. 60 mins wait + surge fee? HSR traffic is better than this app.,1,150,True,7.8088317,-7.5525603,7.0993576,43
c2d3e4f5-a6b7-4c8d-9e0f-1a2b3c4d5e6f,28/08/2025,Delhi,Blinkit,Personal Care,Dove,11,House Party Kalesh,Bhai 11 mins flat. Dove reached before guests arrived. Systumm set ek number!,5,420,False,7.4868107,-3.4039598,4.4152565,44
e5f6a7b8-c9d0-4e1f-2a3b-4c5d6e7f8a9b,05/01/2025,Pune,Ice Cream,Kwality Wall's,13,Viman Nagar Student Party,Vishesh speed for ice cream! Perfectly frozen in 13 mins. Bhaari Pune party vibe!,5,850,False,,-0.5509635,-12.768644,13.9820795,0
b8c9d0e1-f2a3-4b4c-5d6e-7f8a9b0c1d2e,22/07/2025,Mumbai,Swiggy Instamart,Home Care,Surf Excel,42,Mumbai Monsoon,42 mins wait and surge fee for Surf Excel? Platform is kachra Mumbai rain scene.,2,700,True,3.4930577,-10.236003,4.4121437,22
d1e2f3a4-b5c6-4d7e-8f9a-0b1c2d3e4f5a,14/09/2025,Hyderabad,Zepto,Personal Care,Pepsodent,10,Banjara Hills Guest,Kirak speed! Pepsodent reached Banjara Hills in 10 mins. Zabardast quick service.,5,150,False,8.143518,-3.1395183,-0.47439626,5
a4b5c6d7-e8f9-4a0b-1c2d-3e4f5a6b7c8d,18/02/2025,Bangalore,BigBasket Now,Snacking,Maggi,15,Indiranagar Party,Macha 15 mins for Maggi in Indiranagar. Sakkath fast delivery. Bombat party snacks!,5,180,False,5.2162895,-8.740699,10.634872,23
c7d8e9f0-a1b2-4c3d-8e5f-6a7b8c9d0e1f,12/11/2025,Delhi,Zepto,Home Care,Surf Excel,51,Delhi Smog,Bhai 51 mins wait with surge fee? System hang hai platform ka. Scam in Delhi smog.,1,650,True,2.2912157,-7.808699,7.9764175,3
f0e9d8c7-b6a5-4f4e-3d2c-1b0a9f8e7d6c,30/03/2025,Pune,Snacking,Lays,14,Ganpati Visarjan,Naad khula speed during visarjan. Lays reached in 14 mins. Bhaari Pune service!,5,200,False,,-0.2814105,-12.681415,13.852925,0
b3c4d5e6-f7a8-4b9c-0d1e-2f3a4b5c6d7e,19/07/2025,Mumbai,Blinkit,Ice Cream,Kwality Wall's,38,Mumbai Monsoon,Kwality Wall's full melt. 38 mins in Mumbai Monsoon is kachra for ice cream.,2,420,False,6.726577,-3.587337,9.966396,24
d6e7f8a9-b0c1-4d2e-3f4a-5b6c7d8e9f0a,25/05/2025,Hyderabad,Swiggy Instamart,Snacking,Kurkure,12,Late Night Biryani Supplement,Hau 12 mins flat! Kirak zabardast speed for midnight snacks in Hyderabad.,5,150,False,6.0126987,-11.263809,8.226458,25
a9b0c1d2-e3f4-4a5b-6c7d-8e9f0a1b2c3d,05/01/2025,Bangalore,Zepto,Personal Care,Dove,55,Peak HSR Hour,Simply waste 55 mins and surge fee? HSR traffic guru but platform is slow af.,1,420,True,-3.29381,14.003665,6.2889476,26
c2d3e4f5-a6b7-4c8d-9e0f-1a2b3c4d5e6f,14/03/2025,Delhi,BigBasket Now,Snacking,Lays,11,IPL at Kotla,Oye hoye swaad! Lays reached in 11 mins. Systumm set hai for IPL match!,5,220,False,0.48304054,-11.391597,11.110553,13
e5f6a7b8-c9d0-4e1f-2a3b-4c5d6e7f8a9b,12/12/2025,Pune,Home Care,Vim,14,FC Road Shopping Break,Vishesh speed on FC road. Vim reached in 14 mins. Bhaari Pune quick delivery!,5,180,False,,-0.2877065,-12.839005,13.979509,0
b8c9d0e1-f2a3-4b4c-5d6e-7f8a9b0c1d2e,21/08/2025,Mumbai,Zepto,Snacking,Lays,45,Mumbai Monsoon,45 mins wait + surge fee? Khali-pili kachra experience. Public pagal hai apps pe.,2,160,True,13.341932,9.890164,-4.5556173,27
d1e2f3a4-b5c6-4d7e-8f9a-0b1c2d3e4f5a,08/04/2025,Hyderabad,Blinkit,Home Care,Surf Excel,9,Gachibowli Power Cut,Kirak speed! Surf Excel reached in 9 mins for the laundry crisis. Zabardast!,5,580,False,0.64439464,-12.324597,7.773043,15
a4b5c6d7-e8f9-4a0b-1c2d-3e4f5a6b7c8d,21/11/2025,Bangalore,Swiggy Instamart,Personal Care,Pepsodent,10,Pre-Standup Breakfast,Macha 10 mins and Pepsodent was here. Sakkath fast Indiranagar. Bombat!,5,160,False,5.558354,-0.04687596,-7.683956,28
c7d8e9f0-a1b2-4c3d-8e5f-6a7b8c9d0e1f,10/09/2025,Delhi,Zepto,Ice Cream,Magnum,12,Gurgaon Office Lunch,Oye hoye Magnum reached in 12 mins. Systumm hang speed dekh ke office me!,5,500,False,4.64113,-12.112808,4.423166,29
f0e9d8c7-b6a5-4f4e-3d2c-1b0a9f8e7d6c,02/06/2025,Pune,Snacking,Maggi,13,Viman Nagar Student Party,Naad khula! Maggi reached in 13 mins. Bhaari and vishesh timing for Pune students.,5,210,False,,-0.2720266,-12.890208,13.765325,0
b3c4d5e6-f7a8-4b9c-0d1e-2f3a4b5c6d7e,19/07/2025,Mumbai,Swiggy Instamart,Ice Cream,Magnum,34,Mumbai Monsoon,Magnum is a shake now. 34 mins in Mumbai rain is kachra service from the app.,2,500,False,-0.9739023,-12.577643,8.16235,30
d6e7f8a9-b0c1-4d2e-3f4a-5b6c7d8e9f0a,16/07/2025,Hyderabad,Zepto,Snacking,Lays,41,Summer Heat,Baigan timing! 41 mins wait and surge fee? Poti panna delivery for my Lays.,1,220,True,4.1270113,12.197563,-8.090052,31
a9b0c1d2-e3f4-4a5b-6c7d-8e9f0a1b2c3d,05/11/2025,Bangalore,Blinkit,Home Care,Surf Excel,65,Silk Board Jam,Adjust maadi? 65 mins and surge fee is simply waste guru in HSR traffic.,1,700,True,0.3891828,-9.814568,6.0838494,12
c2d3e4f5-a6b7-4c8d-9e0f-1a2b3c4d5e6f,12/04/2025,Delhi,Zepto,Snacking,Kurkure,10,Late Night Kalesh,Bhai 10 mins flat. Kurkure saved the kalesh scene at home. Systumm set bhai!,5,340,False,5.5733466,0.8347547,-5.3767138,6
e5f6a7b8-c9d0-4e1f-2a3b-4c5d6e7f8a9b,08/02/2025,Pune,Home Care,Vim,12,Hinjewadi Commute,Vishesh speed in traffic. Vim reached in 12 mins. Solid Pune quick service.,5,180,False,,-0.342294,-13.050895,14.148447,0
b8c9d0e1-f2a3-4b4c-5d6e-7f8a9b0c1d2e,15/07/2025,Mumbai,Zepto,Snacking,Maggi,44,Mumbai Monsoon,44 mins wait + surge fee? Khali-pili waste of money. Mumbai rains kachra.,2,200,True,8.195718,2.1216676,13.649472,14
d1e2f3a4-b5c6-4d7e-8f9a-0b1c2d3e4f5a,12/03/2025,Hyderabad,Blinkit,Personal Care,Dove,9,Biryani Side-hustle,Kirak speed! Dove reached in 9 mins while cooking biryani. Zabardast delivery!,5,450,False,-3.4180367,8.472918,10.0254755,32
a4b5c6d7-e8f9-4a0b-1c2d-3e4f5a6b7c8d,21/04/2025,Bangalore,Zepto,Ice Cream,Kwality Wall's,15,Indiranagar Party,Macha 15 mins and ice cream was cold. Indiranagar service is sakkath. Bombat timing!,5,600,False,8.472673,17.636253,4.8901324,33
c7d8e9f0-a1b2-4c3d-8e5f-6a7b8c9d0e1f,10/10/2025,Delhi,Swiggy Instamart,Personal Care,Pepsodent,48,Delhi Smog,Bhai 48 mins and surge fee? System hang ho gaya platform ka. Scam delivery Delhi.,2,150,True,2.5900524,-7.083273,8.178517,3
f0e9d8c7-b6a5-4f4e-3d2c-1b0a9f8e7d6c,15/05/2025,Pune,Snacking,Lays,12,FC Road Shopping Break,Naad khula speed. Lays reached in 12 mins while shopping on FC road. Bhaari!,5,150,False,,-0.22868878,-12.998943,14.146914,0
b3c4d5e6-f7a8-4b9c-0d1e-2f3a4b5c6d7e,19/07/2025,Mumbai,Blinkit,Snacking,Kurkure,62,Mumbai Monsoon,62 mins + surge fee? Platform kachra hai. Paisa vasool nahi hua today.,1,250,True,6.6290345,-9.152936,8.590873,7
d6e7f8a9-b0c1-4d2e-3f4a-5b6c7d8e9f0a,25/08/2025,Hyderabad,Swiggy Instamart,Ice Cream,Magnum,10,Late Night Cravings,Hau 10 mins and Magnum was frozen. Kirak speed for midnight cravings Hyderabad.,5,450,False,-1.7177398,-0.16632184,-1.7433195,35
a9b0c1d2-e3f4-4a5b-6c7d-8e9f0a1b2c3d,14/02/2025,Bangalore,Zepto,Home Care,Surf Excel,12,Pre-Standup Breakfast,Macha 12 mins and Surf Excel is here. Sakkath speed in Indiranagar. Bombat timing!,5,580,False,0.029712519,6.867724,3.2241611,36
c2d3e4f5-a6b7-4c8d-9e0f-1a2b3c4d5e6f,05/11/2025,Delhi,Swiggy Instamart,Personal Care,Dove,55,Delhi Smog,Oye kalesh! 55 mins wait after surge fee? Bhai platform is total scam and delay.,1,380,True,-1.3501109,-6.3672333,7.5492754,37
e5f6a7b8-c9d0-4e1f-2a3b-4c5d6e7f8a9b,02/09/2025,Pune,Snacking,Maggi,11,Viman Nagar Student Party,Vishesh delivery speed! Maggi reached in 11 mins. Naad khula Pune student vibes.,5,180,False,,-0.40564045,-12.9661455,14.071554,0
b8c9d0e1-f2a3-4b4c-5d6e-7f8a9b0c1d2e,15/07/2025,Mumbai,Zepto,Home Care,Vim,50,Mumbai Monsoon,50 mins and surge fee? Platform kachra ho gaya hai Mumbai rains. Paisa waste.,1,220,True,7.0011473,-9.226619,8.84954,7
d1e2f3a4-b5c6-4d7e-8f9a-0b1c2d3e4f5a,12/03/2025,Hyderabad,Blinkit,Ice Cream,Kwality Wall's,11,Late Night Biryani Supplement,Hau 11 mins and ice cream reached chilled. Kirak service Hyderabad midnight snacks!,5,550,False,0.094882615,-6.1473584,9.506045,38
a4b5c6d7-e8f9-4a0b-1c2d-3e4f5a6b7c8d,21/04/2025,Bangalore,Swiggy Instamart,Snacking,Lays,10,Indiranagar Party,Macha 10 mins and Lays reached Indiranagar house. Sakkath service for party guru!,5,250,False,-0.58900833,-13.475636,9.919495,39
c7d8e9f0-a1b2-4c3d-8e5f-6a7b8c9d0e1f,10/10/2025,Delhi,Zepto,Home Care,Vim,45,Delhi Smog,Bhai 45 mins wait after surge? System hang hai inka. Scam platform Delhi.,2,190,True,3.2630367,-11.674637,12.143731,40
f0e9d8c7-b6a5-4f4e-3d2c-1b0a9f8e7d6c,28/08/2025,Pune,Personal Care,Pepsodent,13,FC Road Shopping Break,Naad khula! Pepsodent reached in 13 mins flat. Solid Pune speed for students.,5,140,False,,-0.18365149,-12.908903,13.860597,0
